0.009634256	-0.0026354082	-0.016487706	0.02706733	0.026225101	-0.024619877	-0.031477645	0.0022677183	-0.034069777	-0.042335298	0.022641513	-0.004618872	0.036415447	-0.03236039	-0.04724593	0.00094728544
0.034526948	-0.007220447	0.049483266	-0.015979707	0.042325985	-0.009934474	0.01651046	0.04947051	-0.011681426	0.0041698217	0.03705157	0.018920485	-0.022574449	0.038852338	-0.0428151	0.04041404
0.035641048	-0.030229045	-0.045538973	-0.041474473	-0.036897052	0.029358137	-0.04626434	0.006452523	-0.010552276	-0.026485885	-0.034690954	-0.0234833	0.018731896	0.03704181	-0.015413083	-0.021192348
-0.020745456	-0.024724483	-0.036890782	-0.032707848	-0.025050735	-0.019286072	0.03593603	-0.015422333	0.017402146	0.017635394	-0.013230693	-0.02777573	0.029590342	-0.028365875	0.032815803	0.030687813
0.04843625	0.029471528	0.023898426	0.04124998	-0.025177062	0.012874808	-0.04017639	0.046583917	-0.040715743	0.019775521	-0.0008909814	0.016341593	0.049378943	0.038293887	-0.008757137	-0.033359073
-0.018519472	0.03552905	0.02720591	-0.001545202	-0.043294705	-0.00089589506	-0.047409475	0.032903444	-0.045678068	0.007287778	-0.047730185	-0.041950546	-0.012614775	-0.008471917	-0.03785398	0.03325743
0.045436982	0.0085508	0.0011249408	-0.03405209	-0.01766349	-0.032573022	0.047362242	0.015908215	-0.0075124726	0.003527414	0.032745574	-0.030541468	-0.022141565	0.043302204	-0.04913279	-0.04236827
0.0054442175	-0.034172393	0.026615608	0.03909785	-0.030480493	0.018001307	-0.042652715	0.011851955	0.008124493	-0.021301508	-0.015186321	-0.035591304	0.005494274	0.017466132	-0.012119688	0.030959342
-0.017784845	0.018693242	-0.0031098835	0.025872637	-0.035782434	-0.037442874	-0.03304459	-0.02267741	-0.04910444	0.018627059	-0.042348254	0.032201175	-0.048170555	-0.041211702	-0.03402685	-0.047118187
-0.038831852	0.022920672	-0.01855389	-0.005165614	-0.019674182	0.00695765	0.0067512877	0.038270008	0.00875435	0.017935243	0.018897306	-0.029176867	-0.024709715	0.03839499	0.009785842	0.02559546
-0.021659588	0.035490382	-0.004567541	0.03081112	0.029571664	-0.04997909	-0.047259092	0.019959796	-0.005079545	0.00012072176	0.020024542	0.04196975	-0.040361393	-0.017775405	-0.009539925	0.011223458
0.026799489	-0.00028674677	0.016495738	0.0025818832	0.020449545	-0.011022843	-0.0062481053	0.037788514	-0.0047508366	-0.011575986	-0.04611006	0.037280943	-0.0086990595	-0.013941981	-0.04270668	-0.042583622
-0.025642907	-0.049522247	-0.0066278465	0.012883794	-0.046268452	-0.041321196	0.02449118	0.03581998	0.038734127	0.014710855	0.009275984	0.04751912	-0.044163324	0.032095496	0.039500628	-0.036389254
-0.022208381	0.039916422	-0.016430974	-0.0063151233	-0.0016524196	-0.04483664	-0.026814926	0.010718416	-0.045309484	0.02862725	0.036572184	0.0087880865	0.013873491	0.04815035	0.030722652	-0.04065894
0.047351588	0.03568468	-0.0065076947	0.04793564	-0.028128315	-0.045698907	0.011951398	-0.0009777173	0.03258607	0.013963584	0.024901245	-0.039350368	-0.042943347	0.032034848	-0.04197334	-0.034287587
-0.024313724	0.043877933	-0.015947364	-0.030934442	0.00034945086	0.031513583	-0.030656088	0.0019498467	-0.002059292	0.040202606	0.0057847872	-0.032774497	-0.02714697	0.03515302	-0.029097164	-0.029224707
-0.01813253	0.044799153	0.027585182	0.03207544	-0.00014223903	-0.03905648	0.039086346	-0.03875947	-0.049359705	-0.0049966685	-0.0009531267	-0.049989093	0.001946725	0.024560403	-0.02017485	0.03479973
-0.04195436	-0.04044087	-0.040602505	-0.00038219616	-0.023717714	0.032249857	0.041500796	0.016860653	-0.020609105	-0.043659665	-0.027974892	-0.033029117	0.023158755	0.026700858	-0.035480548	0.014971558
0.00017549843	0.01377264	-0.019366348	-0.030760814	-0.03272468	0.027459417	0.023907933	-0.022650767	0.033230077	0.017583225	-0.024950707	0.015628066	0.008219816	0.0041683093	0.037631426	0.028588679
-0.0038464777	-0.016400386	-0.040454626	0.030217495	0.009117283	0.0018060915	0.0021253936	0.02183273	-0.042364836	-0.021616578	0.02315202	0.024992097	-0.04430276	-0.008797765	-0.035001587	-0.017445803
-0.0044777878	-0.042820167	-0.019685138	0.038738992	0.008899845	-0.026023185	-0.01579485	-0.016891696	-0.008040238	0.00022887066	-0.049183227	0.011954557	-0.028564846	-0.044953372	0.034145724	0.013048161
0.005951952	0.026714709	0.023525309	0.030700337	-0.0050828233	-0.014260434	-0.045499444	-0.0416347	0.0005210042	-0.017055463	-0.047750413	0.035347592	-0.030818129	0.03331207	-0.013652157	-0.035139143
0.007093895	0.008526515	-0.041160952	0.03851259	0.011414267	0.03871343	0.019475255	0.019802157	-0.0150994435	-0.042174935	-0.011924434	-0.04615903	0.049849298	0.047239672	-0.04568032	-0.023244059
-0.0011335388	-0.047697734	-0.04884514	-0.010609388	-0.004932832	0.012262713	0.03083	0.043312263	0.037672352	0.0013735779	0.014221322	0.0038126819	-0.047766723	-0.01366812	0.009567607	0.045844603
